Company name;Sector;Country headquarters;Country of alleged abuses;Day;Month;Year;Summary;Issue;Responded;Link to company response;Link to company page
HeidelbergCement;Cement;Germany;Israel & Occupied Palestinian Territories;02;Oct;2017;"OPT: Rights groups accuse HeidelbergCement of IHL violations; HeidelbergCement response scrutinized";Security issues & conflict zones: General;Yes;https://www.business-humanrights.org/en/heidelbergcement-responds-to-allegations-re-violating-international-law;https://www.business-humanrights.org/en/heidelbergcement
HeidelbergCement;Cement;Germany;Egypt;13;Jun;2017;Egypt: Tourah Cement security guards say they were arrested for peaceful sit-in over their dismissal;Labour: General | Protests;Yes;https://www.business-humanrights.org/ar/ترجمة-غير-رسمية-لرد-مجموعة-شركات-السويس-للأسمنت-بشأن-الانتقادات-الموجهة-ضد-شركة-طرة-للأسمنت-بخصوص-القبض-على-عمال-الأمن;https://www.business-humanrights.org/en/heidelbergcement
HeidelbergCement;Cement;Germany;Egypt;04;Jun;2017;Egypt: Tourah Cement security guards say they were arrested for peaceful sit-in over their dismissal;Labour: General | Protests;Yes;https://www.business-humanrights.org/en/response-from-suez-cement-with-regards-to-concerns-raised-against-tourah-cement;https://www.business-humanrights.org/en/heidelbergcement
HeidelbergCement;Cement;Germany;Egypt;23;Oct;2016;Egypt: Habi Center calls on Suez Cement and Lafarge to curb pollution and publish environmental impact assessments;Environment: General | Impact assessment | Free, prior & informed consent;Yes;https://www.business-humanrights.org/en/egypt-response-from-suez-cement-to-allegations-in-legal-action-filed-by-habi;https://www.business-humanrights.org/en/heidelbergcement
HeidelbergCement;Cement;Germany;Indonesia | Israel & Occupied Palestinian Territories;05;Apr;2016;Facing Finance report investigates abuses by 20 companies & ties to financial institutions;Environment: General | Climate change | Health: General (including workplace health & safety) | Labour: General;Yes;https://www.business-humanrights.org/en/heidelbergcement-response-1;https://www.business-humanrights.org/en/heidelbergcement
HeidelbergCement;Cement;Germany;Israel & Occupied Palestinian Territories;22;Dec;2015;"Dänischer Fond PFA Pension schliesst HeidelbergCement aus Portfolio aus und zitiert ""Verstoß gegen grundlegende Menschenrechte"" und ""illegale Aktivitäten"" in der West Bank";Conflict prevention & resolution;Yes;https://www.business-humanrights.org/de/antwort-von-heidelbergcement-0;https://www.business-humanrights.org/en/heidelbergcement
HeidelbergCement;Cement;Germany;Israel & Occupied Palestinian Territories;09;Sep;2015;Norwegian pension fund divests from Cemex & HeidelbergCement over concerns about their operations in the occupied West Bank;General business & human rights | Divestment | Socially-responsible investing & shareholder activism;Yes;https://www.business-humanrights.org/en/heidelbergcement-response;https://www.business-humanrights.org/en/heidelbergcement
HeidelbergCement;Cement;Germany;Israel & Occupied Palestinian Territories;08;Sep;2015;"Palestina: Aseguradora noruega KPL excluye de sus inversiones a Cemex y HeidlebergCement por operaciones en los territorios ocupados por Israel; las empresas respondieron";Racial/ethnic/caste/origin discrimination;Yes;https://www.business-humanrights.org/es/respuesta-de-heidelbergcement;https://www.business-humanrights.org/en/heidelbergcement
HeidelbergCement;Cement;Germany;Israel & Occupied Palestinian Territories;02;Sep;2015;Israel/Besetzte Gebiete Palästinas: Vorwürfe der Verletzung grundlegender ethischer Normen/internationalem Recht: HeidelbergCement und CEMEX nehmen Stellung;Security issues & conflict zones: General;Yes;https://www.business-humanrights.org/de/antwort-von-heidelbergcement;https://www.business-humanrights.org/en/heidelbergcement
HeidelbergCement;Cement;Germany;Israel & Occupied Palestinian Territories;29;Jun;2011;HeidelbergCement & Cemex violate intl. law because of mining in occupied Palestinian territory, says Electronic Intifada;;No;https://www.business-humanrights.org/en/heidelbergcement-did-not-respond-to-heidelbergcement-accused-of-violating-intl-law-oecd-guidelines-un-global-compact-mining-activities-said-to-infringe-on-palestinians-rights-to;https://www.business-humanrights.org/en/heidelbergcement
Heineken;Food & beverage;Netherlands;Mexico;12;Nov;2012;Alleged death threats against protesters of wind farm in Oaxaca, Mexico, 2012;Death threats | Intimidation & threats | Environment: General | Indigenous peoples | Security issues & conflict zones: General | Cultural issues | Protests | Free, prior & informed consent;Yes;https://www.business-humanrights.org/en/response-by-heineken-mexico-local-communities-protest-major-wind-farm-in-oaxaca-claiming-it-would-adversely-affect-their-livelihood-protesters-allegedly-subject-to-intimidation;https://www.business-humanrights.org/en/heineken
Heineken;Food & beverage;Netherlands;;15;Jul;2009;"SOMO ""overviews of controversial business practices 2008"" - and company responses";;No;https://www.business-humanrights.org/en/heineken-did-not-respond-to-somo-overviews-of-controversial-business-practices-in-2008-on-companies-including-heineken;https://www.business-humanrights.org/en/heineken
Heineken;Food & beverage;Netherlands;Cambodia;02;Jun;2006;Asia: Campaign spotlights health dangers to young women promoting major beer brands;Beatings & violence | Sexual harassment | Poverty/Development/Economic & social rights: General | Women | Health: General (including workplace health & safety) | Illness;Yes;https://www.business-humanrights.org/en/heineken-response-to-australian-council-of-trade-unions-campaign-raising-concerns-about-the-situation-of-women-promoting-beer-brands-in-asia;https://www.business-humanrights.org/en/heineken
Hellas Gold (part of Eldorado Gold);Metals & steel;Greece;Greece;22;Oct;2013;Greece: Locals continue to protest over environmental & social impacts of Eldorado Gold's mine in Halkidiki – company response provided;Environment: General | Access to water | Right to food;Yes;https://www.business-humanrights.org/en/response-by-hellas-gold-part-of-eldorado-gold-local-protests-over-environmental-social-impacts-of-eldorado-golds-mine-in-halkidiki-continue;https://www.business-humanrights.org/en/hellas-gold-part-of-eldorado-gold
Helwan Fertilizers;Agriculture & livestock;Egypt;Egypt;12;Aug;2013;[مصر: شركة سماد حلوان تنتهك حقوق أهالي عرب أبو ساعد التجمع والتظاهر السلمي للدفاع عن حقوقهم البيئية [مع رد من الشركة;;Yes;https://www.business-humanrights.org/en/helwan-fertilizers-company-response;https://www.business-humanrights.org/en/helwan-fertilizers
Hemco (part of Mineros);Logging & lumber | Mining | Energy;Nicaragua;Nicaragua;06;Jun;2016;Nicaragua: Denuncian abusos a la propiedad de la tierra y recursos de indígenas y afrodescendientes en la Moskitia por parte de empresas ;Security issues & conflict zones: General | Land rights;Yes;https://www.business-humanrights.org/es/respuesta-de-hemco;https://www.business-humanrights.org/en/hemco-part-of-mineros
Henan Rebecca;Wigs;China;China;23;Aug;2005;6 banks listed among top shareholders of Chinese wig firm reportedly using forced prison labour: Deutsche Bank, HSBC, ING, Merrill Lynch, Morgan Stanley, UBS;Labour: General | Prison labour;Yes;https://www.business-humanrights.org/en/the-announcement-henan-rebecca-hair-products-response-to-prison-labour-concerns;https://www.business-humanrights.org/en/henan-rebecca
HEP;Energy;Croatia;Croatia;23;Nov;2011;Environmental NGOs urge European Bank for Reconstruction & Development to withdraw from Ombla hydropower plant implemented by electricity firm HEP due to “high environmental risks”.;Environment: General;No;https://www.business-humanrights.org/en/hep-did-not-respond-to-environmental-ngos-urge-european-bank-for-reconstruction-development-to-withdraw-from-ombla-hydropower-plant-implemented-by-electricity-firm-hep-due-to-“high;https://www.business-humanrights.org/en/hep
Herakles Capital;;;Cameroon;20;Mar;2012;Cameroun: Une ONG dénonce les potentiels impacts sociaux & environnementaux de la concession foncière accordée à SG Sustainable Oils Cameroon (SGSOC), filiale de Herakles Farms;Environment: General | Access to water | Impact assessment | Right to food;Yes;https://www.business-humanrights.org/en/a-response-to-inquiries-regarding-the-sustainability-and-intentions-of-the-herakles-farms-sg-sustainable-oils-project-in-southwest-cameroon;https://www.business-humanrights.org/en/herakles-capital
Herakles Farms (part of Herakles Capital);Agriculture & livestock;USA;Indonesia;12;Nov;2013;"Forest Peoples Programme, Sawit Watch & TUK Indonesia report: ""Conflict or consent? The oil palm sector at crossroads""";Free, prior & informed consent | Land rights;No;https://www.business-humanrights.org/en/herakles-farms-part-of-herakles-capital-did-not-respond-to-further-to-our-27-nov-update-agumilppvomi-agusan-plantations-herakles-farmsherakles-capital-musim-mas-siva-group-wilmar;https://www.business-humanrights.org/en/herakles-farms-part-of-herakles-capital
Herakles Farms (part of Herakles Capital);Agriculture & livestock;USA;Cameroon;18;Dec;2012;Cameroun: Plusieurs membres d'une ONG opposée au projet agricole de Herakles Farms ont été arrêtés par la gendarmerie nationale;Arbitrary detention | Beatings & violence | Death threats | Intimidation & threats | Killings | Unfair trial | Indigenous peoples | Free, prior & informed consent | Land rights;Yes;https://www.business-humanrights.org/en/herakles-farms-response-regarding-alleged-illegal-conduct-environmental-impact-and-local-opposition-surrounding-its-palm-oil-plantation-in-cameroon;https://www.business-humanrights.org/en/herakles-farms-part-of-herakles-capital
Heritage Oil;Oil, gas & coal;United Kingdom;Nigeria | Uganda;27;Feb;2013;Company responses to Platform report: “Making a Killing: Oil Companies, Tax Avoidance and Subsidies” – Feb 2013;Poverty/Development/Economic & social rights: General | Tax avoidance;Yes;https://www.business-humanrights.org/en/response-by-heritage-oil-platform-report-“making-a-killing-oil-companies-tax-avoidance-and-subsidies”;https://www.business-humanrights.org/en/heritage-oil
Heritage Oil;Oil, gas & coal;United Kingdom;Uganda;16;Mar;2010;Uganda: Leaked contracts and audit reports raise concerns about human rights & environmental impacts of oil industry;Displacement;Yes;https://www.business-humanrights.org/en/company-statement-for-the-business-human-rights-resource-centre-by-heritage-oil-plc;https://www.business-humanrights.org/en/heritage-oil
Hershey;Chocolate & cocoa;USA;Africa: General | Ghana | Mexico | Peru;25;Sep;2012;Whole Foods & United Natural Foods criticised for failing to sign appeal asking Hershey's to fully commit to using ethically sourced cocoa;"Child labour | Supply chain/""Fair trade""";Yes;https://www.business-humanrights.org/en/hersheys-response;https://www.business-humanrights.org/en/hershey
Hess Corporation;;;USA;24;Feb;2017;Publish What You Pay urges oil, gas & mining firms to support US law on disclosure of payments to govts. - statements of support by 13 firms;Disclosure/use of payments to govts.;No;https://www.business-humanrights.org/en/hess-non-response;https://www.business-humanrights.org/en/hess-corporation
Hidro Santa Cruz (part of Hidralia Energía);Hydropower & dam projects | Energy;Guatemala;Guatemala | Honduras | Cambodia | India | Indonesia | Laos | Vietnam;28;Apr;2015;Oxfam report reveals human rights abuses linked with Intl. Finance Corporation lending;Arbitrary detention | Beatings & violence | Displacement | Injuries | Intimidation & threats | Killings | Sexual harassment | Environment: General | Indigenous peoples | Access to information | Impact assessment | Free, prior & informed consent | Land rights;Yes;https://www.business-humanrights.org/es/respuesta-de-hidro-santa-cruz-sobre-el-proyecto-hidroeléctrico-canbalam-en-guatemala;https://www.business-humanrights.org/en/hidro-santa-cruz-part-of-hidralia-energía
Hidro Santa Cruz (part of Hidralia Energía);Hydropower & dam projects | Energy;Guatemala;Guatemala;12;Jun;2012;Guatemala: Confederación Sindical Internacional pide investigación por asesinato y heridas de líderes campesinos en marco de protestas contra Hidro Santa Cruz;Complicity | Injuries | Killings | Security issues & conflict zones: General;Yes;https://www.business-humanrights.org/es/respuesta-de-hidro-santa-cruz-a-alegaciones-de-comunidades-de-guatemala;https://www.business-humanrights.org/en/hidro-santa-cruz-part-of-hidralia-energía
